id,movie_id,imdb_id,title,description,genres
30,774825,13634480,The Ice Age Adventures of Buck Wild,The fearless one-eyed weasel Buck teams up with mischievous possum brothers Crash & Eddie as they head off on a new adventure into Buck's home: The Dinosaur World.,"[16, 35, 12, 10751]"
31,883502,14577304,Fortress: Sniper's Eye,"Weeks after the deadly assault on Fortress Camp, Robert makes a daring rescue to save Sasha, the widow of his old nemesis Balzary. But back in the camp's command bunker, it appears Sasha may have devious plans of her own. As a new attack breaks out, Robert is confronted with a familiar face he thought he'd never see again…","[80, 28]"
32,635302,11032374,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!","[16, 28, 12, 14]"
33,524434,9032400,Eternals,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.","[878, 28, 12]"
34,760868,6708668,Black Crab,"To end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo.","[28, 53]"
35,454626,3794354,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.","[28, 878, 35, 10751]"
36,938596,14912006,Bull Shark,A hungry shark begins feeding on unsuspecting lake goers in a small Texas town.,[27]
37,526896,5108870,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.","[28, 878, 14]"
38,833425,7550014,No Exit,"Stranded at a rest stop in the mountains during a blizzard, a recovering addict discovers a kidnapped child hidden in a car belonging to one of the people inside the building which sets her on a terrifying struggle to identify who among them is the kidnapper.","[27, 53]"
39,438695,6467266,Sing 2,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.","[16, 35, 10751, 10402]"
40,566525,9376612,Shang-Chi and the Legend of the Ten Rings,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,"[28, 12, 14, 878]"
41,955971,11269026,Honeymoon With My Mother,"José Luis has been jilted at the altar but everything has its bright side, and he goes on a honeymoon with his mother. On this trip, he discovers he doesn't know his mother and he loves her.",[35]
42,860159,15096128,Crush,"When an aspiring young artist is forced to join her high school track team, she uses it as an opportunity to pursue the girl she's been harboring a long-time crush on. But she soon finds herself falling for an unexpected teammate and discovers what real love feels like.","[35, 10749]"
43,50468,77469,Dr. Strange,A psychiatrist becomes the new Sorcerer Supreme of the Earth in order to battle an evil Sorceress from the past.,"[10770, 28, 12, 14, 878]"
44,801071,12764628,The Jack in the Box: Awakening,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",[27]
45,760926,6020800,Gold,"In the not-too-distant future, two drifters traveling through the desert stumble across the biggest gold nugget ever found and the dream of immense wealth and greed takes hold. They hatch a plan to excavate their bounty, with one man leaving to secure the necessary tools while the other remains with the gold. The man who remains must endure harsh desert elements, ravenous wild dogs, and mysterious intruders, while battling the sinking suspicion that he has been abandoned to his fate.","[53, 28]"
46,803114,11348232,The Requin,"A couple on a romantic getaway find themselves stranded at sea when a tropical storm sweeps away their villa. In order to survive, they are forced to fight the elements, while sharks circle below.",[53]
47,476669,6856242,The King's Man,"As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.","[28, 12, 53, 10752, 9648]"
2037,882812,,No me echen ese muerto,,[35]
48,933554,18924506,2000 Mules,"True the Vote has been working with Dinesh D’Souza to create a bombshell movie that uses footage they obtained of ballot boxes in key states across America to steal the election in 2020.  100 Percent Fed Up reports – Using geo-tracking devices, True the Vote was able to take footage from drop boxes across America in key states like Georgia and others to track over 2,000 ‘mules” wearing gloves and disguises to stuff ballot boxes.","[99, 80]"
49,800510,14128670,Kimi,"A tech worker with agoraphobia discovers recorded evidence of a violent crime but is met with resistance when she tries to report it. Seeking justice, she must do the thing she fears the most: she must leave her apartment.",[53]
50,460458,6920084,Resident Evil: Welcome to Raccoon City,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.","[27, 28, 878]"
51,1865,1298650,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.","[12, 28, 14]"
52,646385,11245972,Scream,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.","[27, 9648, 53]"
53,843241,13884144,The Seven Deadly Sins: Cursed by Light,"With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.","[16, 14]"
54,860623,12335692,Last Man Down,"After civilization succumbs to a deadly pandemic and his wife is murdered, a special forces soldier abandons his duty and becomes a hermit in the Nordic wilderness. Years later, a wounded woman appears on his doorstep. She's escaped from a lab and her pursuers believe her blood is the key to a worldwide cure. He's hesitant to get involved, but all doubts are cast aside when he discovers her pursuer is none other than Commander Stone, the man that murdered his wife some years ago.","[28, 53]"
55,58,383574,Pirates of the Caribbean: Dead Man's Chest,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,"[12, 14, 28]"
56,425909,4513678,Ghostbusters: Afterlife,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.","[14, 35, 12]"
57,818750,8851148,The In Between,"After surviving a car accident that took the life of her boyfriend, a teenage girl believes he's attempting to reconnect with her from the after world.","[10749, 878, 18]"
58,285,449088,Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.","[12, 14, 28]"
59,752623,13320622,The Lost City,"Follows a reclusive romance novelist who was sure nothing could be worse than getting stuck on a book tour with her cover model, until a kidnapping attempt sweeps them both into a cutthroat jungle adventure, proving life can be so much stranger, and more romantic, than any of her paperback fictions.","[12, 35, 10749]"
60,632727,11755740,Texas Chainsaw Massacre,"In this sequel, influencers looking to breathe new life into a Texas ghost town encounter Leatherface, an infamous killer who wears a mask of human skin.","[27, 53]"
61,928381,14465894,Restless,"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.","[28, 53, 80]"
62,624860,10838180,The Matrix Resurrections,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.","[878, 28, 12]"
63,459151,6932874,The Boss Baby: Family Business,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,"[16, 35, 12, 10751]"
64,22,325980,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.","[12, 14, 28]"
65,656663,11466222,Jackass Forever,"Celebrate the joy of a perfectly executed shot to the groin as Johnny Knoxville, Steve-O and the rest of the gang return alongside some newcomers for one final round of hilarious, wildly absurd and often dangerous displays of stunts and comedy.","[35, 28, 99]"
66,892153,15831226,Tom and Jerry: Cowboy Up!,"This time, the rivals team up to help a cowgirl and her brother save their homestead from a greedy land-grabber, and they’re going to need some help! Jerry’s three precocious nephews are all ready for action, and Tom is rounding up a posse of prairie dogs. But can a ragtag band of varmints defeat a deceitful desperado determined to deceive a damsel in distress? No matter what happens with Tom and Jerry in the saddle, it’ll be a rootin’ tootin’ good time!","[16, 35, 10751, 37]"
67,19995,499549,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.","[28, 12, 14, 878]"
68,585245,2397461,Clifford the Big Red Dog,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.","[10751, 12, 35, 14]"
114,840882,14817272,The Weekend Away,"When her best friend vanishes during a girls' trip to Croatia, Beth races to figure out what happened. But each clue yields another unsettling deception.","[53, 9648]"
69,753232,12689248,The Commando,"An elite DEA agent returns home after a failed mission when his family makes an unexpected discovery in their house – a stash of money worth $3 million. They soon face the danger and threat of a newly released criminal and his crew, who will do whatever it takes to retrieve the money, including kidnap the agent’s daughters. Stakes are high and lives are at risk in this head-to-head battle as the agent stops at nothing to protect his family against the money-hungry criminals.","[28, 80, 53]"
70,512195,7991608,Red Notice,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.","[28, 35, 80, 53]"
71,460465,293429,Mortal Kombat,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.","[28, 14, 12]"
72,890656,14158554,Fistful of Vengeance,A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.,"[28, 80, 14]"
73,829920,12007484,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,"The Chaldea Organization must deal with the Grand Temple of Solomon, the King of Magic, which has come to destroy the world.","[16, 28, 12, 14]"
74,926899,11703050,The House,"Across different eras, a poor family, an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy.","[16, 18, 35, 27]"
75,877183,15829632,The Simpsons in Plusaversary,"The Simpsons host a Disney+ Day party and everyone is on the list… except Homer. With friends from across the service and music fit for a Disney Princess, Plusaversary is Springfield's event of the year.","[16, 35, 14]"
76,14830,910865,Doctor Strange,"Dr. Stephen Strange embarks on a wondrous journey to the heights of a Tibetan mountain, where he seeks healing at the feet of the mysterious Ancient One.","[28, 16, 14, 878]"
77,597208,7740496,Nightmare Alley,An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychiatrist who is even more dangerous than he is.,"[80, 18, 53]"
78,783461,8907974,Looop Lapeta,"When her boyfriend loses a mobster's cash, Savi races against the clock to save the day — if only she can break out of a curious cycle of dead ends.","[28, 35, 80]"
79,166426,1790809,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.","[12, 28, 14]"
80,299536,4154756,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","[12, 28, 878]"
81,675445,11832046,PAW Patrol: The Movie,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,"[16, 10751, 12, 35]"
82,928999,11833692,Desperate Riders,"After Kansas Red rescues young Billy from a card-game shootout, the boy asks Red for help protecting his family from the outlaw Thorn, who’s just kidnapped Billy’s mother, Carol. As Red and Billy ride off to rescue Carol, they run into beautiful, tough-as-nails Leslie, who’s managed to escape Thorn’s men. The three race to stop Thorn’s wedding to Carol with guns a-blazing - but does she want to be rescued?","[37, 28]"
83,550988,6264654,Free Guy,A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,"[35, 28, 12, 878]"
84,829358,10260844,Queen of Spades,"According to legend, an ominous entity known as the Queen of Spades can be summoned by performing an ancient ritual. Four teenagers summon the Queen of Spades, but they could never imagine the horrors that await them.",[27]
85,589761,10648714,Chernobyl: Abyss,The aftermath of a shocking explosion at the Chernobyl nuclear power station made hundreds of people sacrifice their lives to clean up the site of the catastrophe and to successfully prevent an even bigger disaster that could have turned a large part of the European continent into an uninhabitable exclusion zone. This is their story.,"[18, 36, 12]"
86,870671,9898844,The Hunting,"When a mysterious animal attack leaves a mutilated body in the forest, a conservative small town detective must enlist the help of an eager wildlife specialist to uncover the dark and disturbing truth that threatens the town.",[27]
87,766907,13496236,American Siege,An ex-NYPD officer-turned-sheriff of a small rural Georgia town has to contend with a gang of thieves who have taken a wealthy doctor hostage.,"[28, 53, 80, 18]"
88,436969,6334354,The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.","[28, 12, 14]"
89,385128,5433138,F9,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,"[28, 80, 53, 12]"
90,337404,3228774,Cruella,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.","[35, 80, 12]"
7246,784393,12529748,High Flying Romance,A woman finds romance during a kite festival.,"[10749, 18]"
115,451048,870154,Jungle Cruise,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.","[28, 12, 14]"
91,810693,14331144,Jujutsu Kaisen 0,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?","[16, 28, 12, 9648]"
92,639933,11138512,The Northman,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.","[28, 12, 14, 53]"
93,842052,15017554,Echoes of a Crime,"Julián Lemar, a best-selling suspense writer, goes on vacation with his family to a cabin in the woods. During a strong storm, the power goes out and a woman shows up desperately asking for help: her husband killed her son and now he wants to kill her. From that moment on, danger and deception are a constant threat and for Julián a hellish night begins until he discovers the truth.","[53, 27]"
94,522016,8356942,The 355,"A group of top female agents from American, British, Chinese, Columbian and German  government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.","[28, 53]"
95,619979,2180339,Deep Water,"Vic and Melinda Van Allen are a couple in the small town of Little Wesley. Their loveless marriage is held together only by a precarious arrangement whereby, in order to avoid the messiness of divorce, Melinda is allowed to take any number of lovers as long as she does not desert her family.","[18, 9648, 53]"
96,818647,14463484,Through My Window,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.","[10749, 18]"
97,803104,11203022,Sex Appeal,"Avery, a teenager with a tendency towards perfectionism, enlists her friend Larson to help her prepare for her first time with her long-distance boyfriend.","[35, 10749]"
98,508943,12801262,Luca,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,"[16, 35, 10751, 14, 12]"
99,910596,14039086,Run Gun,"After leaving a life of crime and violence, Ray is a reformed good guy, enjoying a quiet family life in the ‘burbs. But when his past is discovered, Ray is blackmailed into one last job to collect a mysterious package. After a deadly double-cross, he finds himself wounded and on the run from ruthless assassins who will stop at nothing to get what he has. Now, with the lives of his loved ones hanging in the balance and danger at every turn, Ray’s only hope is to draw upon his violent past to survive.","[28, 53]"
100,505026,7657566,Death on the Nile,Belgian sleuth Hercule Poirot boards a glamorous river steamer with enough champagne to fill the Nile. But his Egyptian vacation turns into a thrilling search for a murderer when a picture-perfect couple’s idyllic honeymoon is tragically cut short.,"[80, 18, 9648, 53]"
101,811072,12358104,Two,"Two people, a man and a woman, wake up naked and with their abdomens attached to each other.","[53, 27]"
102,482321,7504818,Ron's Gone Wrong,"In a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do.","[16, 878, 10751, 35]"
103,438631,1160419,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.","[878, 12]"
104,589754,13606158,The Last Warrior: Root of Evil,"Peace and tranquility have set in Belogorie. The evil was defeated and Ivan is now enjoying his well-deserved fame. He is surrounded by his family, friends and small wonders from the modern world that help him lead a comfortable life. Luckily, he has his Magic Sword to cut a gap between the worlds to get some supplies quite regularly. But when an ancient evil rises and the existence of the magic world is put to danger, Ivan has to team up with his old friends and his new rivals. They will set out on a long journey beyond the known world to find a way to defeat the enemies and to return peace to Belogorie.","[14, 12, 35]"
105,703771,12876132,Deathstroke: Knights & Dragons - The Movie,The assassin Deathstroke tries to save his family from the wrath of H.I.V.E. and the murderous Jackal.,"[16, 28, 12, 878]"
106,698508,11365186,Redeeming Love,A retelling of the biblical book of Hosea set against the backdrop of the California Gold Rush of 1850.,"[18, 36, 10749]"
107,744275,13069986,After We Fell,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.","[10749, 18]"
108,516329,7740510,Antlers,"A small-town Oregon teacher and her brother, the local sheriff, discover a young student is harbouring a dangerous secret that could have frightening consequences.","[18, 27, 9648]"
109,497698,3480822,Black Widow,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.","[28, 12, 878]"
110,633802,12057168,Dark Spell,Terror strikes when a heartbroken woman uses black magic to get her husband back.,"[10749, 27, 53]"
111,685274,13288678,Mobile Suit Gundam Hathaway,"After Char's rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.","[16, 28, 18, 878]"
112,800407,14118046,Dancing on Glass,"When immense pressure threatens a ballerina in a new lead role, she and another dancer escape into a friendship that isolates them from the real world.",[18]
113,774741,13834480,Diary of a Wimpy Kid,Greg Heffley is a scrawny but ambitious kid with an active imagination and big plans to be rich and famous – he just has to survive middle school first.,"[16, 35, 10751]"
116,916740,13978306,Brazen,Mystery writer Grace Miller has killer instincts when it comes to motive - and she'll need every bit of expertise to help solve her sister's murder.,"[53, 9648, 18]"
117,609972,10515988,Paranormal Activity: Next of Kin,"Margot, a documentary filmmaker, heads to a secluded Amish community in the hopes of learning about her long-lost mother and extended family. Following a string of strange occurrences and discoveries, she comes to realize this community may not be what it seems.","[27, 9648, 53]"
118,836225,10362566,The Exorcism of God,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",[27]
119,399566,5034838,Godzilla vs. Kong,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.","[28, 14, 878]"
